0.006666667,239.3
0.013333333,74.9
0.02,65.7
0.026666667,62
0.033333333,85.5
0.04,60.5
0.046666667,62.5
0.053333333,64.8
0.06,62.5
0.066666667,59.1
0.073333333,60.3
0.08,59.5
0.086666667,60.2
0.093333333,59.6
0.1,59.8
0.106666667,59.8
0.113333333,59.3
0.12,61.1
0.126666667,57.1
0.133333333,57.5
0.14,57.4
0.146666667,57.3
0.153333333,56.7
0.16,57.1
0.166666667,58.8
0.173333333,56.6
0.18,57.2
0.186666667,58.7
0.193333333,56.9
0.2,57.2
0.206666667,57.6
0.213333333,56.8
0.22,57.1
0.226666667,57.1
0.233333333,57.7
0.24,57
0.246666667,56.8
0.253333333,63
0.26,62
0.266666667,61.9
0.273333333,62.6
0.28,62.2
0.286666667,62.2
0.293333333,63.2
0.3,62.3
0.306666667,63.4
0.313333333,62.4
0.32,63.3
0.326666667,62.2
0.333333333,62.5
0.34,61.8
0.346666667,62.2
0.353333333,62.6
0.36,62.5
0.366666667,61.6
0.373333333,62
0.38,62.3
0.386666667,61.8
0.393333333,62.6
0.4,62.6
0.406666667,63
0.413333333,65
0.42,62.5
0.426666667,61.8
0.433333333,62.2
0.44,62.7
0.446666667,62.3
0.453333333,62.7
0.46,61.6
0.466666667,64.1
0.473333333,62.1
0.48,63.8
0.486666667,68.1
0.493333333,61.8
0.5,62.8
0.506666667,86.1
0.513333333,85.1
0.52,87
0.526666667,85.7
0.533333333,86.2
0.54,86.2
0.546666667,85.1
0.553333333,85.3
0.56,85.5
0.566666667,85.9
0.573333333,86.2
0.58,85.1
0.586666667,85.4
0.593333333,86.5
0.6,85.7
0.606666667,86.2
0.613333333,91.4
0.62,87.1
0.626666667,90.2
0.633333333,90.1
0.64,90.1
0.646666667,90.8
0.653333333,90.8
0.66,96.7
0.666666667,91.6
0.673333333,89.6
0.68,87.1
0.686666667,89.4
0.693333333,89.3
0.7,87.7
0.706666667,87.3
0.713333333,87.4
0.72,87.1
0.726666667,88
0.733333333,87.4
0.74,87.6
0.746666667,89.7
0.753333333,90
0.76,90.6
0.766666667,89.5
0.773333333,88.5
0.78,89
0.786666667,89.4
0.793333333,89.8
0.8,90
0.806666667,88.3
0.813333333,89.8
0.82,88.6
0.826666667,87.2
0.833333333,89.1
0.84,89.2
0.846666667,89.3
0.853333333,91.8
0.86,92.1
0.866666667,91.1
0.873333333,91
0.88,92.3
0.886666667,97.8
0.893333333,89.1
0.9,89.7
0.906666667,89.3
0.913333333,88
0.92,89
0.926666667,89.6
0.933333333,89.6
0.94,90.3
0.946666667,89.3
0.953333333,87.9
0.96,86.6
0.966666667,85.3
0.973333333,86.3
0.98,85.3
0.986666667,85.1
0.993333333,85.3
1,85.8
